,userId
312,431938
313,3323128
314,3450650
315,3355872
316,4162823
317,4571277
318,3369914
319,4403746
320,4732962
321,74362
322,2284945
323,1489673
324,692493
325,3867174
326,1836640
327,4975141
328,2323719
329,4978605
330,3001193
331,509832
332,282138
333,2275807
334,3967894
335,3637329
336,4381132
337,1416047
338,3355962
339,4628415
340,4115959
341,2300410
342,1215948
343,698208
344,3698021
345,5154944
346,3040166
347,3570597
348,4719940
349,489631
350,3052730
351,2551152
352,3163832
353,4102772
354,4027653
355,3197590
356,4420516
357,2789529
358,4639552
359,5405337
360,492794
361,3236286
362,3295824
363,4442159
364,4278372
365,1019920
366,768148
367,4629762
368,2090198
369,65723
370,4226158
371,4280108
372,4903661
373,2112874
374,2703710
375,4492418
376,428858
377,3314199
378,2269627
379,5226427
380,4563314
381,1709985
382,2419287
383,2018407
384,5467999
385,2444401
386,951581
387,2154356
388,4214860
389,593402
390,192918
391,5385998
392,1488853
393,4457386
394,4213451
395,1643477
396,4964958
397,264697
398,4824108
399,466642
400,1699905
401,2479255
402,2479943
403,1767904
404,660894
405,826515
406,2685286
407,3289990
408,2120634
409,5335444
410,4506445
411,4065941
412,2424645
413,815939
414,610613
415,1704744
416,5381565
417,5497884
418,5422769
419,428924
420,706173
421,1202619
422,4428944
423,2119627
424,323373
425,5525111
426,4336968
427,513637
428,1585840
429,1564456
430,572211
431,5521173
432,1994165
433,729169
434,863045
435,2766581
436,1079133
437,215036
438,1395838
439,4433058
440,4368487
441,2641883
442,3330095
443,3707247
444,1911298
445,4298679
446,2753341
447,2210269
448,2615867
449,4653318
450,1662355
451,4810664
452,4310068
453,4849335
454,4023400
455,5119959
456,4415845
457,1113822
458,5074408
459,5230478
460,2242202
461,2787573
462,3213611
463,2255165
464,3250434
465,4915767
466,2445949
467,3285675
468,1098935
469,3559974
470,1795626
471,5081229
472,3148149
473,3955196
474,121483
475,2542114
476,1716454
477,3488079
478,5084252
479,1668286
480,1151814
481,2607399
482,3832796
483,2639186
484,5251545
485,4711026
486,1075965
487,5083137
488,3832145
489,2336360
490,3221251
491,2805235
492,97776
493,2646175
494,2589593
495,5341774
496,2126164
497,748401
498,2473268
499,2615660
500,4522292
501,4895947
502,3431011
503,4988662
504,4065705
505,119175
506,2472363
507,4201022
508,3224706
509,3115473
510,3464988
511,68977
512,2338667
513,2848720
514,4695364
515,3525
516,676082
517,761103
518,4108393
519,3744712
520,4781794
521,417086
522,331598
523,641225
524,4615098
525,5378016
526,1464768
527,1732105
528,3780792
529,4964879
530,2872655
531,5024964
532,1870006
533,3550204
534,256741
535,438195
536,989977
537,5184451
538,5247461
539,3253788
540,183625
541,1659233
542,4633657
543,3539708
544,2236584
545,2585735
546,2756459
547,5057472
548,2977836
549,4065734
550,2581620
551,1948124
552,2827179
553,81989
554,901266
555,1333217
556,5390157
557,1655022
558,5545140
559,841331
560,5129329
561,3265851
562,2566361
563,4764400
564,2077789
565,1775744
566,985647
567,4769769
568,619382
569,2325393
570,5436775
571,5328887
572,700350
573,5462407
574,1453395
575,2353217
576,5410779
577,881285
578,3460771
579,2772582
580,2112000
581,3588629
582,2562840
583,4303826
584,4688460
585,4333454
586,1983580
587,492025
588,1117078
589,1859262
590,5403287
591,1473419
592,1770038
593,4792238
594,2203562
595,3182430
596,1444401
597,5305462
598,2589118
599,2138065
600,5329369
601,4972779
602,1449632
603,388872
604,2026012
605,1142787
606,2299694
607,83803
608,2769805
609,1357240
610,2351597
611,112540
612,1985326
613,2676350
614,4179114
615,213185
616,5597174
617,4106500
618,434130
619,3171825
620,4486455
621,2784694
622,2490932
623,89225
624,5390189
625,2643206
626,1622679
627,18429
628,935725
629,1457981
630,298281
631,2403900
632,167618
633,3295524
634,943418
635,3049752
636,1454508
637,1870875
638,1691037
639,4230744
640,411615
641,263738
642,2595863
643,3845686
644,2357836
645,645698
646,4833768
647,1936683
648,2439363
649,809906
650,5168038
651,2015304
652,2555726
653,3121741
654,5190044
655,250358
656,1667590
657,1251901
658,5058607
659,3690773
660,1199082
661,3629572
662,5078248
663,2358960
664,5448939
665,4582472
666,5210100
667,1759139
668,3000415
669,560911
670,1077372
671,1808521
672,5527920
673,2072177
674,1864153
675,812057
676,3465363
677,4237397
678,1325431
679,698381
680,4563535
681,4505149
682,4678604
683,790619
684,218782
685,723524
686,4685925
687,1773423
688,3169936
689,783008
690,4354243
691,1774169
692,1647705
693,4038142
694,2249767
695,1865686
696,2042671
697,5005671
698,1514772
699,1370081
700,215736
701,2637484
702,3755300
703,2257921
704,2582229
705,2983382
706,1877108
707,3014710
708,1733590
709,3466975
710,220013
711,1393941
712,1444950
713,344649
714,2053361
715,2219970
716,2506908
717,3761709
718,375970
719,2244894
720,548123
721,1041619
722,4540838
723,3384627
724,277937
725,2201566
726,2442876
727,4652184
728,5348764
729,1071621
730,3836672
731,3010900
732,5590851
733,5435616
734,5170986
735,4590167
736,3801305
737,3779673
738,3935745
739,4663062
740,3737475
741,4959985
742,4882724
743,2538833
744,2765651
745,3196577
746,2022042
747,3610589
748,3355376
749,381783
750,5598031
751,3624831
752,1466034
753,3207539
754,1005014
755,3841016
756,4268862
757,4544715
758,4996269
759,1407202
760,3061059
761,4062585
762,2688977
763,3331714
764,1723247
765,3395188
766,5134845
767,953914
768,4360012
769,4261847
770,2883600
771,1703079
772,3886480
773,426042
774,1235662
775,5483331
776,2417203
777,5567486
778,2954864
779,614263
780,5022128
781,807376
782,3919608
783,504075
784,3816297
785,3377275
786,4807351
787,5370779
788,4766366
789,3041436
790,809865
791,2672634
792,577645
793,1125693
794,3588555
795,2384500
796,4198060
797,3498056
798,1413917
799,692340
800,1710099
801,2529000
802,121379
803,4423851
804,966508
805,4538499
806,5506262
807,211530
808,4143164
809,3693165
810,1414985
811,960099
812,1254750
813,4572070
814,2770690
815,1621665
816,1687643
817,5308977
818,4446857
819,5420507
820,3952197
821,367792
822,2795363
823,2338987
824,25731
825,3891739
826,1903221
827,3816959
828,257017
829,2414863
830,5121736
831,1624249
832,2361464
833,1579429
834,58471
835,687915
836,120083
837,4187240
838,2218255
839,3402683
840,4901707
841,1460213
842,4947669
843,3288977
844,2702947
845,2632788
846,4779352
847,3555766
848,4143428
849,4420616
850,1381113
851,5504147
852,1808603
853,4249596
854,3482522
855,3055793
856,1494845
857,3921844
858,5603028
859,3399029
860,1810698
861,3586671
862,1334501
863,5074739
864,368524
865,3315062
866,4995050
867,5106737
868,2072503
869,28271
870,5583305
871,3298513
872,1648586
873,5138364
874,398684
875,3509944
876,759759
877,5439022
878,778934
879,5204861
880,2875161
881,1876383
882,3585998
883,5278613
884,2231365
885,2279265
886,2900306
887,5547239
888,1503975
889,4275283
890,4689271
891,3235056
892,4499315
893,727511
894,2991661
895,2902060
896,4101209
897,5489796
898,3138529
899,5480466
900,5400846
901,3315116
902,4331772
903,5231955
904,4542646
905,1102637
906,2660621
907,288138
908,2071359
909,4469504
910,429009
911,2631839
912,5398764
913,2948216
914,1747028
915,4833867
916,787838
917,4829216
918,1829832
919,5185807
920,3262278
921,1045531
922,3934751
923,2839931
924,1253952
925,3255769
926,4112056
927,2230981
928,370885
929,5421285
930,3617575
931,5048216
932,2004211
933,247521
934,4796917
935,1867843
936,4646239
937,1028500
938,3962729
939,4737809
940,5122014
941,3413015
942,4419421
943,307564
944,4774530
945,5090074
946,655738
947,4413511
948,3649965
949,5522129
950,3917566
951,3768724
952,937656
953,4488320
954,4521531
955,3908522
956,3178924
957,5481213
958,108724
959,4645278
960,1096342
961,1306644
962,2119256
963,662641
964,175077
965,891361
966,3167807
967,17355
968,5411827
969,4227675
970,132352
971,3748241
972,1408991
973,624391
974,2990852
975,2744613
976,1550471
977,3352413
978,4610142
979,967119
980,1008979
981,5517621
982,5448902
983,5590595
984,3766958
985,4422498
986,5364097
987,1742759
988,4140989
989,4931477
990,2706232
991,1391553
992,1143628
993,1341446
994,1059265
995,4291620
996,5101211
997,4952055
998,1759577
999,3078351
1000,3565343
1001,2857379
1002,4902800
1003,3795199
1004,1821710
1005,3847496
1006,5361925
1007,1993918
1008,4736126
1009,53204
1010,4668708
1011,2214605
1012,5413953
1013,5267483
1014,5457430
1015,2381752
1016,3301167
1017,5102040
1018,4344452
1019,837840
1020,4447949
1021,3750135
1022,2595691
1023,3130126
1024,1205928
1025,3235671
1026,736175
1027,3873168
1028,3783705
1029,1767068
1030,3214669
1031,4999030
1032,2228800
1033,146726
1034,5323450
1035,352621
1036,3745077
1037,83384
1038,4808148
1039,3394349
1040,1813753
1041,3938392
1042,2355503
1043,872422
1044,1313460
1045,2073762
1046,4235727
1047,2269159
1048,2680359
1049,2468278
1050,4070198
1051,4586370
1052,853731
1053,3884549
1054,3168401
1055,818840
1056,2656314
1057,4487251
1058,521893
1059,3920099
1060,3248289
1061,113310
1062,1168420
1063,5080987
1064,3572927
1065,441807
1066,911287
1067,1439288
1068,28649
1069,2359767
1070,1727786
1071,622827
1072,3139645
1073,3750826
1074,976779
1075,5531067
1076,2986143
1077,3457435
1078,1386945
1079,3107540
1080,5183578
1081,4461279
1082,495712
1083,2679939
1084,5076351
1085,1615642
1086,122716
1087,2289987
1088,3743175
1089,2695252
1090,1946548
1091,2014741
1092,269173
1093,338748
1094,1944328
1095,2703325
1096,2293689
1097,404589
1098,3259305
1099,3352474
1100,4251626
1101,2954087
1102,3469873
1103,2520312
1104,2022861
1105,1626051
1106,5221502
1107,1811643
1108,5272096
1109,4209925
1110,1206120
1111,3010474
1112,5501532
1113,2280352
1114,192977
1115,4979819
1116,820484
1117,5538560
1118,2124218
1119,1022789
1120,2710549
1121,4032694
1122,2796794
1123,2009617
1124,3171074
1125,3979893
1126,5336592
1127,1635379
1128,700425
1129,4896192
1130,2870965
1131,686851
1132,2968109
1133,1287641
1134,3766367
1135,4046437
1136,4711675
1137,2426365
1138,65754
1139,4141645
1140,3476033
1141,2802170
1142,4218985
1143,1073971
1144,4075126
1145,542014
1146,2373685
1147,4879163
1148,2777808
1149,1291797
1150,5403068
1151,2928398
1152,89918
1153,1092422
1154,5154719
1155,4717760
1156,222054
1157,4185231
1158,1095844
1159,1134812
1160,311100
1161,5207021
1162,168675
1163,4355281
1164,3454458
1165,2566298
1166,53811
1167,1907054
1168,4273012
1169,568981
1170,1449264
1171,5049845
1172,352020
1173,5432169
1174,2201347
1175,4631107
1176,3682690
1177,4417514
1178,853299
1179,4478783
1180,2380580
1181,2355010
1182,4629236
1183,2397544
1184,2441384
1185,3406719
1186,701665
1187,47279
1188,622155
1189,5193604
1190,1747139
1191,1684706
1192,3422889
1193,3044799
1194,3071327
1195,1135010
1196,2364598
1197,2166126
1198,5398546
1199,735467
1200,5209039
1201,2595663
1202,5384542
1203,4208619
1204,1407574
1205,5360756
1206,5146635
1207,4692065
1208,5506130
1209,4471771
1210,4819016
1211,5498405
1212,4764898
1213,3182484
1214,3494226
1215,187688
1216,271996
1217,3994090
1218,2347935
1219,4846361
1220,2770969
1221,990363
1222,5240528
1223,1000222
1224,4419429
1225,4688413
1226,1281742
1227,2908739
1228,3612362
1229,333971
1230,2330749
1231,507902
1232,5002800
1233,4680401
1234,4422070
1235,2023872
1236,3982251
1237,4848534
1238,1905241
1239,1440461
1240,3241989
1241,2458593
1242,1354213
1243,2929112
1244,3370870
1245,4828531
1246,2041452
1247,2817391
1248,4875907
1249,4789947
1250,4266033
1251,1428425
1252,1551906
1253,3491363
1254,4933588
1255,597485
1256,4600718
1257,4332079
1258,1760015
1259,3994549
1260,4015161
1261,3554666
1262,5457863
1263,2273090
1264,5433891
1265,1703312
1266,3837882
1267,914408
1268,5031280
1269,4444713
1270,2376363
1271,4439546
1272,4566887
1273,718327
1274,4316242
1275,2155176
1276,4642141
1277,3404366
1278,1477136
1279,4006648
1280,1701892
1281,3941906
1282,1060097
1283,3002597
1284,1987199
1285,5194263
1286,5224085
1287,2278987
1288,2186701
1289,3616221
1290,3420746
1291,4667667
1292,1765985
1293,4562447
1294,370906
1295,1383994
1296,3316100
1297,1552862
1298,2913070
1299,2709190
1300,1445557
1301,4123583
1302,232892
1303,908857
1304,3106351
1305,5370822
1306,3069679
1307,760538
1308,4315753
1309,2036639
1310,3423721
1311,394504
1312,3328269
1313,4593975
1314,2603285
1315,1861478
1316,1150749
1317,2841562
1318,2148909
1319,4252586
1320,4311643
1321,2342167
1322,4443133
1323,2199008
1324,698877
1325,4645287
1326,2072546
1327,1990992
1328,2815769
1329,5475611
1330,5420785
1331,3551242
1332,4195049
1333,1357015
1334,1407647
1335,320487
1336,2371906
1337,4604981
1338,26024
1339,193348
1340,141087
1341,2367555
1342,2169152
1343,4429320
1344,4234720
1345,4543360
1346,898990
1347,5512769
1348,5356308
1349,4848881
1350,3490616
1351,5504313
1352,20615
1353,176229
1354,11
1355,2795778
1356,3193255
1357,12
1358,5496063
1359,3947890
1360,4623451
1361,1859572
1362,2720445
1363,3883792
1364,970100
1365,1359249
1366,3916954
1367,2242093
1368,5094129
1369,165421
1370,4963733
1371,4602394
1372,3458420
1373,3457821
1374,2334329
1375,3365247
1376,5438943
1377,5089478
1378,4844577
1379,4347379
1380,1779841
1381,1352913
1382,132753
1383,1436875
1384,1542489
1385,2009239
1386,13
1387,2858542
1388,4607344
1389,439332
1390,4195630
1391,1311473
1392,1171631
1393,1283762
1394,5562424
1395,1683438
1396,4701328
1397,1844822
1398,2390509
1399,2731826
1400,5276116
1401,4404208
1402,3575155
1403,2197199
1404,1553256
1405,5201124
1406,3535017
1407,939927
1408,3219143
1409,1090530
1410,520941
1411,5096887
1412,2844932
1413,2059566
1414,340808
1415,2144454
1416,3399130
1417,736310
1418,3467639
1419,3124731
1420,3144201
1421,5428889
1422,1348870
1423,5417231
1424,4468910
1425,501977
1426,39239
1427,3027908
1428,2494648
1429,1169291
1430,223543
1431,324872
1432,745173
1433,2567268
1434,4077314
1435,435628
1436,4632187
1437,919593
1438,2024385
1439,1423080
1440,295988
1441,2715426
1442,5222517
1443,552531
1444,613115
1445,5596663
1446,4080601
1447,1112889
1448,2965343
1449,5327380
1450,3029310
1451,3370985
1452,319080
1453,1479125
1454,2705655
1455,75994
1456,3656888
1457,3678547
1458,2965960
1459,3289816
1460,2321769
1461,3276692
1462,2294149
1463,2657444
1464,4148421
1465,1986726
1466,1691452
1467,2245331
1468,1289011
1469,2047026
1470,2196133
1471,1538156
1472,3906314
1473,5558150
1474,2201725
1475,843585
1476,3325225
1477,1992080
1478,5319626
1479,3017377
1480,2467827
1481,3596902
1482,279000
1483,740336
1484,3583238
1485,2944404
1486,3380120
1487,1008078
1488,2519699
1489,3545598
1490,3558093
1491,2703224
1492,4953600
1493,517541
1494,2236009
1495,1404869
1496,3517798
1497,861128
1498,3619365
1499,4164247
1500,2193774
1501,362283
1502,2372139
1503,1872975
1504,20121
1505,4034850
1506,241856
1507,5433269
1508,2647036
1509,189533
1510,1527562
1511,3822711
1512,2754018
1513,4539076
1514,3269434
1515,2265044
1516,469575
1517,1734008
1518,647744
1519,4459333
1520,3043403
1521,2385306
1522,1765029
1523,3952912
1524,4507007
1525,1216965
1526,4029246
1527,5417654
1528,1356445
1529,4612783
1530,1360073
1531,5114786
1532,4721172
1533,4863215
1534,11612
1535,4423580
1536,856506
1537,1087876
1538,645604
1539,3163250
1540,1688107
1541,2366458
1542,1791478
1543,5450653
1544,247014
1545,3934939
1546,4896155
1547,983109
1548,3483814
1549,1535812
1550,63003
1551,1573479
1552,67981
1553,3955745
1554,5394223
1555,104984
1556,4414100
1557,5460342
1558,4339318
1559,5511891
1560,932096
1561,1427221
1562,4948946
1563,1808959
1564,4308766
1565,5015126
1566,3217751
1567,601774
1568,3052396
1569,3759073
1570,3527290
1571,4662632
1572,2885431
1573,1324704
1574,935854
1575,4322904
1576,3118059
1577,3096049
1578,4922865
1579,2009650
1580,3943143
1581,4342176
1582,1043775
1583,4261042
1584,2261102
1585,4265198
1586,4084761
1587,4308556
1588,3826329
1589,5183561
1590,4568373
1591,14
1592,913130
1593,3926252
1594,2534954
1595,3548723
1596,149356
1597,4533989
1598,3581698
1599,1350536
1600,56047
1601,4292144
1602,1224110
1603,5086640
1604,1740003
1605,2724373
1606,1211233
1607,5241232
1608,1861560
1609,3021729
1610,4153241
1611,2040100
1612,1747215
1613,5300295
1614,2908324
1615,382295
1616,2935843
1617,1238534
1618,4165518
1619,3063672
1620,4525115
1621,3601387
1622,369345
1623,4404853
1624,4418558
1625,4043399
1626,3177233
1627,2540293
1628,1881133
1629,9875
1630,4559069
1631,4206074
1632,5520825
1633,5300551
1634,1360243
1635,4545826
1636,2480766
1637,881278
1638,3277134
1639,2575059
1640,4528240
1641,4535383
1642,4588725
1643,827219
1644,1948051
1645,4701018
1646,1946953
1647,5315097
1648,2997340
1649,3672323
1650,4421073
1651,4776463
1652,709290
1653,4422582
1654,156732
1655,3687345
1656,4478405
1657,2254911
1658,716394
1659,5573090
1660,1638166
1661,1392669
1662,610140
1663,3082785
1664,4511145
1665,3307190
1666,3039875
1667,5312972
1668,4063524
1669,3165218
1670,2491457
1671,4276556
1672,3899875
1673,3267336
1674,3652618
1675,4681262
1676,597160
1677,4813282
1678,4476976
1679,969166
1680,141450
1681,3138815
1682,1997601
1683,3476940
1684,3879765
1685,1993936
1686,651348
1687,231862
1688,3790189
1689,1167826
1690,3208119
1691,2068086
1692,4835646
1693,2545387
1694,4152097
1695,3617241
1696,1696998
1697,459981
1698,198470
1699,3841169
1700,4251995
1701,2250024
1702,4518772
1703,3630379
1704,4614985
1705,475357
1706,4816385
1707,675554
1708,5452298
1709,3730888
1710,2510367
1711,2948680
1712,890389
1713,2365623
1714,1331456
1715,2952898
1716,2948799
1717,4053162
1718,803039
1719,3168975
1720,4270874
1721,337443
1722,2770427
1723,74526
1724,4128185
1725,1567625
1726,4748574
1727,4296219
1728,406897
1729,2040359
1730,5415408
1731,3915437
1732,2919323
1733,3887177
1734,2064330
1735,3500261
1736,4312462
1737,4372872
1738,2501791
1739,1353599
1740,3577077
1741,3406731
1742,4303095
1743,5041747
1744,807464
1745,3971898
1746,3098774
1747,5500452
1748,262566
1749,3389009
1750,2507503
1751,5412397
1752,4721130
1753,1007806
1754,5117875
1755,1447734
1756,2476505
1757,2792271
1758,99271
1759,410804
1760,3447201
1761,5464950
1762,1325589
1763,3654846
1764,769975
1765,15
1766,5263033
1767,5068887
1768,2941027
1769,1685973
1770,3078677
1771,1865059
1772,1402189
1773,2598772
1774,105462
1775,3859719
1776,1782093
1777,3697862
1778,3971476
1779,858041
1780,5091277
1781,5234075
1782,2355322
1783,3420785
1784,3224733
1785,275574
1786,1134208
1787,5191693
1788,530598
1789,1879952
1790,655459
1791,5524324
1792,5253944
1793,2176670
1794,3495014
1795,2758380
1796,3314264
1797,155741
1798,1129482
1799,1809785
1800,5334136
1801,3138437
1802,4369853
1803,1575504
1804,4863106
1805,3831599
1806,3867873
1807,3846169
1808,1982375
1809,1468807
1810,4338524
1811,4555459
1812,16
1813,3564860
1814,5174035
1815,17
1816,1594175
1817,3902280
1818,3609791
1819,1364864
1820,4828066
1821,3529737
1822,316244
1823,4293508
1824,4677175
1825,5565235
1826,2383606
1827,5078577
1828,3934078
1829,1510769
1830,4855032
1831,3480914
1832,2384587
1833,3997967
1834,2156532
1835,3194733
1836,3414483
1837,4330575
1838,2081193
1839,699297
1840,1344706
1841,457315
1842,860372
1843,2045442
1844,296869
1845,2162583
1846,4648688
1847,5544714
1848,4898124
1849,2122952
1850,442796
1851,2193482
1852,1518390
1853,1956387
1854,412300
1855,746494
1856,1048546
1857,4465951
1858,4432358
1859,2384050
1860,1624830
1861,2968373
1862,148440
1863,5127092
1864,4617863
1865,3440096
1866,551842
1867,4532377
1868,2291886
1869,3931216
1870,1042443
1871,4903032
1872,5065855
1873,5045929
1874,2254448
1875,3208977
1876,918671
1877,2807496
1878,4809204
1879,1017417
1880,5535030
1881,5142321
1882,2424932
1883,4130526
1884,3539654
1885,1972108
1886,4399606
1887,4791330
1888,4915898
1889,2267388
1890,842443
1891,3366870
1892,200245
1893,567316
1894,4011664
1895,1005286
1896,2268750
1897,4243487
1898,3887138
1899,2451175
1900,2059792
1901,3951820
1902,5477677
1903,3134113
1904,1035032
1905,2235147
1906,3164099
1907,2449031
1908,5261627
1909,1060167
1910,2645913
1911,4075863
1912,4963195
1913,1363186
1914,2325351
1915,1160642
1916,3046542
1917,1889041
1918,685733
1919,3856134
1920,3971016
1921,4221511
1922,4901730
1923,2610876
1924,2573205
1925,3844912
1926,4703888
1927,2634638
1928,1429200
1929,2609447
1930,2926541
1931,5317966
1932,274079
1933,3724928
1934,4398097
1935,4023642
1936,3009071
1937,3071410
1938,3004026
1939,847889
1940,190204
1941,5106997
1942,2748194
1943,5028705
1944,898579
1945,1410025
1946,237769
1947,3815129
1948,3693366
1949,1340121
1950,4653148
1951,2034691
1952,3598489
1953,2850686
1954,4884999
1955,1085504
1956,5133294
1957,628882
1958,1029746
1959,4115757
1960,2176439
1961,4168018
1962,2221473
1963,3794727
1964,4796617
1965,3330660
1966,31890
1967,3732732
1968,3550715
1969,3917532
1970,5196748
1971,288017
1972,4535451
1973,325844
1974,382728
1975,3137278
1976,1770818
1977,554917
1978,2439593
1979,4627030
1980,2975920
1981,19710
1982,3717281
1983,4393190
1984,1178149
1985,39402
1986,1709084
1987,3292318
1988,60132
1989,5077472
1990,1202786
1991,984549
1992,2299906
1993,604548
1994,4312257
1995,106857
1996,4182219
1997,4410533
1998,3083202
1999,711628
2000,1346415
2001,5451983
2002,5467074
2003,3249151
2004,1606730
2005,409320
2006,3486054
2007,2635675
2008,3105631
2009,463716
2010,761216
2011,360655
2012,3250225
2013,1610770
2014,4847875
2015,4358728
2016,4936287
2017,2750720
2018,789282
2019,3130027
2020,5035918
2021,3651319
2022,4913889
2023,1188989
2024,2498226
2025,4320065
2026,5405927
2027,3793119
2028,3020566
2029,2062098
2030,910531
2031,3064497
2032,2754435
2033,5315893
2034,3182044
2035,3407171
2036,1814369
2037,1989059
2038,3042249
2039,145352
2040,1258354
2041,597725
2042,4457663
2043,327459
2044,2822967
2045,2075389
2046,1539319
2047,4494127
2048,761302
2049,1535153
2050,498425
2051,4301842
2052,150844
2053,2208443
2054,808550
2055,1068784
2056,3596724
2057,1765610
2058,2916852
2059,4509458
2060,2486691
2061,3631802
2062,3445526
2063,1533144
2064,597522
2065,1080185
2066,1331629
2067,2689254
2068,4926787
2069,4172105
2070,3367406
2071,4458223
2072,3763886
2073,493641
2074,1480132
2075,4614234
2076,4398315
2077,1611014
2078,5357283
2079,4881886
2080,5469662
2081,510488
2082,2037882
2083,3063574
2084,5474777
2085,2615678
2086,5375879
2087,3311966
2088,5527829
2089,259610
2090,2962088
2091,3191569
2092,4905472
2093,1884928
2094,2174098
2095,2734272
2096,3064903
2097,3507790
2098,71684
2099,2450342
2100,5287709
2101,2733416
2102,2660651
2103,2686485
2104,1008936
2105,3015972
2106,3418491
2107,2297106
2108,3267248
2109,2865091
2110,2790227
2111,4715158
2112,2808408
2113,5180557
2114,1631756
2115,4509470
2116,5136944
2117,3508790
2118,3628979
2119,1919177
2120,2220023
2121,2432481
2122,4601844
2123,1169088
2124,4676911
2125,958256
2126,966141
2127,3285239
2128,2635697
2129,974939
2130,513925
2131,2242752
2132,1109759
2133,3515403
2134,5170669
2135,4295997
2136,3225682
2137,3669631
2138,913553
2139,1499887
2140,2301190
2141,2809645
2142,455005
2143,2485751
2144,5178120
2145,7642
2146,2471109
2147,2004554
2148,5253241
2149,2581356
2150,825966
2151,1848880
2152,5581713
2153,1219864
2154,5537816
2155,4580634
2156,4517942
2157,4115091
2158,5337576
2159,825322
2160,4277627
2161,3182801
2162,1363057
2163,3436665
2164,4568632
2165,4549544
2166,2224524
2167,5486393
2168,3361238
2169,3517119
2170,1808689
2171,1553936
2172,3755913
2173,579562
2174,135515
2175,2663116
2176,1996082
2177,2950188
2178,1266140
2179,2457542
2180,656988
2181,5251709
2182,2904361
2183,368990
2184,5582720
2185,2902066
2186,530940
2187,1663192
2188,1216150
2189,3049046
2190,3469406
2191,1795148
2192,5002732
2193,320149
2194,3017176
2195,2738598
2196,1252167
2197,3517887
2198,3217371
2199,1013238
